AccountName,IsPrivate,Name,StageName,Amount,CloseDate,Type,Subscription_Start_Date__c,Subscription_End_Date__c,OTR__c,ASV__c,Users__c
DAYNA CORTINAS ESTUDIOS DE M,0,Opp1068,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DD GLOBAL S.A. DE C.V.,0,Opp1069,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DE DIOS MARTINEZ VELGICA,0,Opp1070,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DE LA TORRE CARDENAS JUAN MANUEL,0,Opp1071,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DE LEON PADILLA VICTORIANO,0,Opp1072,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DE LOS CAMPOS MENONITAS DISTRIBUIDO,0,Opp1073,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Deal Partners Limited,0,Opp1074,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DECO CONSTRUCCIONES SA DE CV,0,Opp1075,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DeeTag USA,0,Opp1076,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DELAMAC DE MEXICO S.A. DE C.V.,0,Opp1077,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DELGADO TORRES LAURA NELLY,0,Opp1078,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Delice de France Limited,0,Opp1079,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DELL COMPUTER DE MEXICO  SA,0,Opp1080,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DELTA EMPAQUES Y ACCESORIOS INDUSTRIALES SA DE CV,0,Opp1081,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DESARROLLO EMPRESARIAL INTEGRAL,0,Opp1082,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Detmold Flexibles Pty Ltd,0,Opp1083,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DHANA COSMETICS SA DE CV,0,Opp1084,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DIACOB SA DE CV,0,Opp1085,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Dickenson plc,0,Opp1086,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Dickinson Frozen Foods Inc,0,Opp1087,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DIETA ASTERISCOS SA DE CV,0,Opp1088,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DIGITAL COMPANY MEXICO SA DE CV,0,Opp1089,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DINAMICA DEL CENTRO SA DE CV,0,Opp1090,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DIQUISA SA DE CV,0,Opp1091,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DIRCIO ROSAS NANCY YANET,0,Opp1092,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISASCO SA DE CV,0,Opp1093,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISGAS SA DE CV,0,Opp1094,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIB Y COMERC KOWALSKY SA DE CV,0,Opp1095,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUCIONES BIOTECNOLOGICAS SA D,0,Opp1096,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDOR A MEDICOS Y,0,Opp1097,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA DE ACERO ONOX DEL BAJ,0,Opp1098,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA DE ALIMENTOS Y TECNOLOGIA SA DE CV,0,Opp1099,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA DE COMBUSTIBLES LAGUN,0,Opp1100,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA DE MAQUINAS Y MUEBLES,0,Opp1101,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA GRUPO ROSY SA DE CV,0,Opp1102,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA INDUSTRIAL DE BALEROS,0,Opp1103,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA MAYORISTA DE TORNILLO,0,Opp1104,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA QUIMICA JAG,0,Opp1105,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA REGIONAL  S.A. De C.V,0,Opp1106,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA RODVAL,0,Opp1107,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DISTRIBUIDORA TAMEX ERROR,0,Opp1108,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,0,Opp1109,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Do not Use1,0,Opp1110,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DOFISCAL EDITORES SA DE CV,0,Opp1111,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DOMINGUEZ CRUZ FERNANDO,0,Opp1112,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Dongguan Hexing Metal Tin Box Manufactory,0,Opp1113,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DONOSTI COMERCIAL S.A. DE C.V.,0,Opp1114,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DORA BRENDA GARZA BARBOSA,0,Opp1115,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DORADO RUELAS ANABEL,0,Opp1116,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DORF KETAL CHEMICALS INDIA PRIVATE LIMITED,0,Opp1117,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DORF KETAL SPECIALITY CATALYSTS LLC,0,Opp1118,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Double D Foods Inc,0,Opp1119,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DRESSLER TRUCK SERVICE INC,0,Opp1120,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Drukkerij Stadler & Sauerbier BV - Royal Sens,0,Opp1121,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DULYMEX SA DE CV,0,Opp1122,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DUNE CABLES S DE RL CV,0,Opp1123,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DUPONT MEXICO SA DE CV,0,Opp1124,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DUPONT SA DE CV,0,Opp1125,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
DUST LINK SA DE CV,0,Opp1126,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EAM MOSCA DE MEXICO S DE RL DE CV,0,Opp1127,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EASTERN MANUFACTURING INC,0,Opp1128,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EASY COOL TRANSPORT SA DE CV,0,Opp1129,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ECHEVERRIA CAMPOS PAULINO AROLDO,0,Opp1130,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Eco-Energy Inc.,0,Opp1131,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ECOLOGIA EN TRATAMIENTOS DE,0,Opp1132,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ECOLOGIA Y MOVIMIENTO SA DE CV,0,Opp1133,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Edco International Trading Corp,0,Opp1134,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Edge Communications,0,Opp1135,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EDICIONES FISCALES ISEF SA,0,Opp1136,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EDITORIAL ARMONIA SA DE CV,0,Opp1137,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EDM DE MEXICO SA DE CV,0,Opp1138,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Edwin Enterprises Inc dba Defiance Forest Products,0,Opp1139,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EFICIENCIA PLUS SA DE CV,0,Opp1140,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EFIVET S.A. DE C.V.,0,Opp1141,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EL CLAVO FERRETERIA SA DE CV,0,Opp1142,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EL NIPLITO DEL SURESTE SA. DE CV.,0,Opp1143,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EL UNIVERSAL COMPANIA PERIODISTICA,0,Opp1144,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ELECTRICA A-B SA DE CV,0,Opp1145,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ELECTRICA REYNERA SA DE CV,0,Opp1146,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ELECTRICA SUMINISTROS Y SERVICIOS SA DE CV,0,Opp1147,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ELECTRIFICACIONES Y CONSTRUCCIONES SIGMOND SA DE C,0,Opp1148,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ELECTRONICA ABRAHAM SA DE CV,0,Opp1149,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ELEMENT MATERIALS TECHNOLOGY WARREN INC,0,Opp1150,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ELTEK INTERNATIONAL LAB,0,Opp1151,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ELVIRA FLORES GUEVARA,0,Opp1152,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EMBOTELLADORA TROPICAL S.A. DE C.V,0,Opp1153,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EMILIO SOTO PACHECO,0,Opp1154,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EMPACADORA DE CARNES UNIDAD GANADER,0,Opp1155,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EMPACADORA Y DISTRIBUIDORA DE CARNE,0,Opp1156,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EMPAQUES ESPECIALIADOS MITRAS SA DE,0,Opp1157,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EMPRESAS BENGON SA DE CV,0,Opp1158,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ENCORE ENERGY SERVICES INC,0,Opp1159,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ENERGIA 5 MAS 1 COMERCIO SA DE CV,0,Opp1160,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ENERGIA ELECTRICA SA DE CV,0,Opp1161,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Energizer Group Ltd,0,Opp1162,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Episys Limited,0,Opp1163,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EQUIPO Y MAQUINARIA ARDI SA DE CV,0,Opp1164,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EQUIPOS Y COMPLEMENTOS AGROPECUA-,0,Opp1165,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EQUIPOS Y SERVICIOS PARA NEGOCIOS SA DE CV,0,Opp1166,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EQUIPOS Y TRACTORES DEL BAJIO,0,Opp1167,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ERASMO REYES SEGOVIA,0,Opp1168,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ESA FILMS SC,0,Opp1169,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ESCAMILLA FELIX JOSE JUAN,0,Opp1170,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ESCOBEDO TELLEZ ALFREDO,0,Opp1171,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ESCORPION COMUNICACIONES SA DE CV,0,Opp1172,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ESPANSI ONE Srl,0,Opp1173,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ESPECIALIDADES INDUSTRIALES Y AGRIC,0,Opp1174,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ESPINOZA GASTELUM BETTINA,0,Opp1175,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ESTACION DE SERVICIO FRAGOSO SA DE,0,Opp1176,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ESTRADA LIZAMA DIEGO DOMINGO,0,Opp1177,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ETIGESSA SA DE CV,0,Opp1178,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ETIPRINT SA DE CV,0,Opp1179,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ETIQUETAS ELECTRONICAS DE OCCIDENTE,0,Opp1180,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EuroChem Trading GmbH,0,Opp1181,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EUROELECTRICA SA DE CV,0,Opp1182,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EUROPEAN AUTOMATION LTD,0,Opp1183,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EVEREADY DE MEXICO SA DE CV,0,Opp1184,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EVERTIS DE MEXICO SA DE CV,0,Opp1185,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Exego Pty Limited,0,Opp1186,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Exide Technologies,0,Opp1187,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
EXPRAL SA DE CV,0,Opp1188,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Express Logistics and Transport,0,Opp1189,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FABIOLA GARCIA GONZALEZ,0,Opp1190,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FABPSA DEL NORTE SA DE CV,0,Opp1191,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,0,Opp1192,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FABRICACIONES TECNICAS GONZALEZ SA DE CV,0,Opp1193,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FAJA DE ORO ABASTOS SA DE CV,0,Opp1194,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Falken Tire Corporation,0,Opp1195,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Fariha Knit Tex Ltd,0,Opp1196,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Farm by Nature Pty Ltd,0,Opp1197,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FARM CHALK INVESTMENT LTD,0,Opp1198,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FARMERS COOPERATIVE,0,Opp1199,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FASCO COMERCIALIZADORA SA DE CV,0,Opp1200,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FAVELA MORENO MIGUEL ANGEL,0,Opp1201,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FELIX ORPINELA MARGARITA,0,Opp1202,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FENOMENOS DE FLUIDOS Y BOMBEO SA DE CV,0,Opp1203,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FERBEL NORTE SA DE CV,0,Opp1204,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FERRETERIA MODELO DEL BAJIO SA DE C,0,Opp1205,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FERRETERIA SAN CARLOS SA DE CV,0,Opp1206,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FERRETERIA Y ACEROS LOMA SA DE CV,0,Opp1207,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FERRETERIA Y SIMILARES DE,0,Opp1208,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FERTILIZANTES TEPEYAC SA DE CV,0,Opp1209,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FERVISA INGENIERIA SA DE CV,0,Opp1210,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FIDEICOMISO 8782007 DE BANCA MIFEL,0,Opp1211,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FIERRO VILLAREAL JESUS,0,Opp1212,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FILIOS A B P,0,Opp1213,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FILM MASTER SA DE CV,0,Opp1214,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FILTRALUB SA DE CV,0,Opp1215,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FIRST QUALITY CHEMICALS SA DE CV,0,Opp1216,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FLOCH EQUIPOS SA DE CV,0,Opp1217,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FLORES BANUELOS NORA ANA MARIA,0,Opp1218,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FLORES COBO FERNANDO,0,Opp1219,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FLORES PEREZ AGUILAR LINO,0,Opp1220,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FLORES RIOS MIGUEL ANGEL,0,Opp1221,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FLORES SALAS CARLOS EDMUNDO,0,Opp1222,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FLORES SANTINI EMILIO SANTOS,0,Opp1223,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FLOW-MEXA SA DE CV,0,Opp1224,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FOMENTO EDUCATIVO DEL CENTRO AC,0,Opp1225,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FORMAS GENERALES SA DE CV,0,Opp1226,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FORTUNEX LIMITED,0,Opp1227,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FOTO CONTINO DE VERACRUZ S.A. DE CV,0,Opp1228,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FRANKLIN ELEVATOR INC,0,Opp1229,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FRANZONI LOBO FRANCISCO MARTIN,0,Opp1230,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FRAYRE ROMERO JAVIER ALEJANDRO,0,Opp1231,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FREGOSO GUILLERMO EDNA MARIA,0,Opp1232,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
French Garden / Promofleur,0,Opp1233,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Fresh Source International,0,Opp1234,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FRIMAX CARROCERIAS,0,Opp1235,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FRUITCORP SA DE CV,0,Opp1236,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Fujian Reida Precision Co LTD,0,Opp1237,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FUNCION COMUNITARIA REGIONAL AC,0,Opp1238,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FUNDACION GUANAJUATO PARA EL,0,Opp1239,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FUNTASTIC LIMITED,0,Opp1240,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FUSION CREATIVA ARTE Y PUNTO SA DE,0,Opp1241,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
FUZHOU UNICO TRADING CO LTD,0,Opp1242,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
G.P. and W DBA CENTER OIL COMP,0,Opp1243,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GABRIEL AGUILAR AGUILA PENA,0,Opp1244,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GAGEMAK INTRA S DE RL DE CV,0,Opp1245,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Gainway International (Hong Kong) Co Ltd,0,Opp1246,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GALLARDO LUCERO LUVIA,0,Opp1247,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GAMA MODELS SCP,0,Opp1248,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GAMBOA AHUMADA EDUARDO,0,Opp1249,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GARCIA GARCIA MANUEL,0,Opp1250,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GARCIA GARCIA MARIA DE LA LUZ,0,Opp1251,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GARCIA LOMELI ARTURO,0,Opp1252,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GARCIA TOPETE ENRIQUE,0,Opp1253,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GARCIA ZAMORA CRISTIAN,0,Opp1254,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GARZA DEL POZO CARLOS,0,Opp1255,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GARZA ELIZONDO Y COMPANIA SA DE CV,0,Opp1256,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GASBO SA DE CV,0,Opp1257,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GASTRONOMICA PATAGONIA SA DE CV,0,Opp1258,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GAVILON GRAIN,0,Opp1259,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GAXIOLA MELENDREZ MARIO ALBERTO,0,Opp1260,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GEA GRUPO DE ECONOMISTAS Y ASOCIADO,0,Opp1261,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GEEKRF SA DE CV,0,Opp1262,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Gelderland Frischwarenges GmbH,0,Opp1263,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Genco Stamping and Manufacturing Company,0,Opp1264,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GENERAL DE CERAMICA S A DE C V,0,Opp1265,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GENERAL DE PINTURAS Y SERVICIOS SA,0,Opp1266,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GENESYS INFORMATICA DOLARES_error,0,Opp1267,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GENOMMA LAB INTERNACIONAL SA DE CV,0,Opp1268,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
GERHARD JOEBSTL INT SUPPLY & SERVICES EU,0,Opp1269,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
